record_label,state,district,taluk,village,pincode,latitude,longitude,land_area_acres,land_type,soil_type,irrigation_type,water_availability_score,crop_type,crop_yield_per_acre,season,distance_to_road_km,distance_to_highway_km,distance_to_city_km,distance_to_market_km,nearby_projects,avg_land_price_per_acre,guideline_value,previous_compensation,acquisition_type,urgency_level,market_value,multiplier,solatium,final_compensation_amount
SYNTHETIC,Telangana,Karimnagar,Siliguri,Deol Road,507338,15.893048,81.227962,43.112,agricultural,alluvial,canal,8,cotton,17.74,rabi,13.24,44.59,138.44,34.75,none,1015284.52,668822.79,1208830.48,irrigation_project,low,1015284.52,2.0,1015284.52,133619125.73
SYNTHETIC,Punjab,Bathinda,Hyderabad,Bhasin Path,153146,30.264516,74.439707,48.972,forest,laterite,borewell,8,sugarcane,201.35,zaid,23.03,58.03,95.92,43.34,none,1200963.65,947501.9,,defence,low,1200963.65,2.0,1200963.65,158506462.14
SYNTHETIC,Tamil Nadu,Madurai,Gorakhpur,Lata Circle,621861,10.313011,80.422351,17.406,residential,laterite,canal,8,cotton,16.82,perennial,24.49,78.82,76.57,39.82,none,1628252.12,1291085.0,1459821.31,smart_city,medium,1628252.12,2.0,1628252.12,85776721.7
SYNTHETIC,Rajasthan,Udaipur,Avadi,Nagarajan Street,342627,28.939933,71.845212,2.056,agricultural,black,rainfed,4,cotton,13.0,perennial,5.42,67.08,194.27,46.57,highway,182269.82,167301.83,151255.17,railway,low,182269.82,2.0,182269.82,1060123.77
SYNTHETIC,Punjab,Amritsar,Nangloi Jat,Gulati Ganj,156515,32.314646,73.921713,5.222,agricultural,alluvial,none,2,vegetables,59.8,perennial,16.31,28.37,143.13,40.58,railway,551700.52,443506.95,467064.01,railway,critical,551700.52,2.0,551700.52,8431498.97
SYNTHETIC,Gujarat,Ahmedabad,Morena,Kala Chowk,396072,22.530747,70.883835,7.681,waste,red,none,4,wheat,23.6,zaid,11.26,0.51,95.89,45.17,industrial_zone,1351580.47,1185827.23,1148737.43,railway,medium,1351580.47,2.0,1351580.47,32577488.91
SYNTHETIC,Tamil Nadu,Salem,Malegaon,Bobal Marg,633434,12.957269,76.599963,49.708,waste,sandy,canal,8,wheat,17.8,zaid,29.58,11.94,196.04,25.63,smart_city,261977.93,236162.87,,industrial,high,261977.93,2.0,261977.93,39483270.16
SYNTHETIC,West Bengal,Siliguri,Warangal,Dhillon Circle,701157,25.607644,89.086517,25.244,waste,laterite,drip,6,paddy,17.54,kharif,12.9,46.15,38.07,5.42,highway,691891.98,605976.52,579460.77,smart_city,low,691891.98,1.0,691891.98,36759817.8
SYNTHETIC,Gujarat,Surat,Morena,Bora Circle,365666,22.892318,74.380254,6.933,commercial,loamy,rainfed,5,wheat,17.97,perennial,15.64,9.62,120.64,34.55,smart_city,1440617.92,948460.45,,defence,high,1440617.92,2.0,1440617.92,31334051.33
SYNTHETIC,West Bengal,Siliguri,Shahjahanpur,Pathak Marg,739723,23.222457,88.548745,1.263,residential,loamy,none,1,groundnut,9.48,zaid,11.96,23.05,96.97,8.31,none,431466.88,304847.52,370836.99,highway,critical,431466.88,2.0,431466.88,1805677.91
SYNTHETIC,Karnataka,Hubballi-Dharwad,Firozabad,Bhasin Marg,595836,14.828703,75.04258,47.941,residential,red,drip,8,wheat,23.36,rabi,13.14,51.94,102.95,9.97,railway,1415607.76,1038928.9,1435686.7,irrigation_project,low,1415607.76,2.0,1415607.76,200137363.76
SYNTHETIC,West Bengal,Darjeeling,Kalyan-Dombivli,Rana Path,717729,24.470148,88.731332,18.362,waste,alluvial,none,4,paddy,27.35,perennial,19.5,49.71,48.57,36.09,none,715446.13,444641.98,654689.11,industrial,high,715446.13,1.0,715446.13,26925809.65
SYNTHETIC,West Bengal,Kolkata,Nellore,Raman Path,704916,23.531485,86.804218,17.112,residential,alluvial,borewell,9,wheat,19.28,rabi,15.21,15.59,34.68,17.59,railway,1654253.21,1278474.01,1465988.58,industrial,high,1654253.21,1.0,1654253.21,58100978.21
SYNTHETIC,West Bengal,Howrah,Medininagar,Datta Ganj,702262,23.409842,86.736443,4.16,waste,sandy,none,3,cotton,16.06,perennial,26.6,23.46,185.44,9.94,smart_city,198962.31,169356.96,165228.26,smart_city,medium,198962.31,2.0,198962.31,2415200.13
SYNTHETIC,West Bengal,Bardhaman,Srikakulam,Ray Circle,713788,26.155331,87.978346,16.019,commercial,alluvial,borewell,7,maize,17.83,perennial,3.47,37.96,50.7,8.74,none,565477.46,466924.15,504077.08,smart_city,low,565477.46,2.0,565477.46,25640643.4
SYNTHETIC,Madhya Pradesh,Jabalpur,New Delhi,Verma,469220,26.830147,80.102185,12.689,residential,loamy,rainfed,3,cotton,16.5,zaid,12.26,0.9,197.79,37.83,none,115906.46,89756.38,,highway,high,115906.46,2.0,115906.46,4442455.51
SYNTHETIC,Maharashtra,Aurangabad,Mehsana,Sant Zila,410852,18.566922,73.822562,10.517,forest,loamy,rainfed,3,groundnut,12.37,perennial,25.23,4.4,93.02,11.17,railway,2228924.67,2027129.86,1903737.86,railway,critical,2228924.67,2.0,2228924.67,67444768.44
SYNTHETIC,Rajasthan,Bikaner,Erode,Chad Zila,302373,26.660958,75.925748,26.614,forest,laterite,none,3,paddy,24.04,kharif,20.44,18.69,8.18,14.09,industrial_zone,239385.66,149945.33,208361.2,irrigation_project,high,239385.66,1.0,239385.66,12039629.1
SYNTHETIC,West Bengal,Bardhaman,Thane,Mall Path,736114,25.014369,88.986049,2.407,residential,sandy,drip,6,maize,23.66,zaid,9.94,58.12,38.78,4.34,highway,757676.14,691853.95,,highway,high,757676.14,1.0,757676.14,3728912.12
SYNTHETIC,Punjab,Ludhiana,Parbhani,Om Chowk,141901,29.674566,74.891491,32.294,waste,alluvial,none,2,wheat,23.39,kharif,12.4,64.81,69.84,3.1,industrial_zone,1108177.85,840015.68,,irrigation_project,low,1108177.85,2.0,1108177.85,112247816.94
SYNTHETIC,Tamil Nadu,Chennai,Jorhat,Narain,611239,8.137029,77.050503,21.263,residential,alluvial,canal,10,fallow,1.04,kharif,2.54,63.27,179.33,4.78,none,1048342.3,968966.28,1232718.52,industrial,medium,1048342.3,2.0,1048342.3,66015146.15
SYNTHETIC,Punjab,Ludhiana,Nandyal,Sura Circle,148900,29.802756,76.319398,35.766,forest,black,canal,9,soybean,19.97,perennial,24.58,75.42,15.98,35.66,none,2981135.04,2417392.98,2389957.63,irrigation_project,high,2981135.04,1.0,2981135.04,198633047.62
SYNTHETIC,Telangana,Nizamabad,Giridih,Devan Circle,506929,17.574577,77.281298,25.411,commercial,loamy,none,4,paddy,24.79,perennial,16.65,74.97,105.78,31.24,none,1197810.41,1090967.76,1328233.26,irrigation_project,medium,1197810.41,2.0,1197810.41,99735389.46
SYNTHETIC,Karnataka,Mangaluru,Naihati,Suri Zila,572859,14.779032,74.518732,7.968,commercial,black,drip,7,fallow,1.05,rabi,20.59,57.65,29.08,16.53,highway,795465.74,713172.64,866548.01,smart_city,low,795465.74,1.0,795465.74,12849579.54
SYNTHETIC,Madhya Pradesh,Jabalpur,Katihar,Bhatnagar Circle,477141,25.833705,79.088444,8.43,commercial,laterite,drip,7,vegetables,82.55,zaid,10.36,58.09,116.65,23.78,none,402355.58,329055.75,,smart_city,low,402355.58,2.0,402355.58,10953499.56
SYNTHETIC,Uttar Pradesh,Lucknow,Agartala,Mani Road,258741,27.551395,77.400697,42.728,forest,red,borewell,7,groundnut,11.85,zaid,8.82,58.88,84.24,28.38,none,939369.07,845128.09,,highway,medium,939369.07,2.0,939369.07,122054528.43
SYNTHETIC,Madhya Pradesh,Bhopal,Satara,Khatri Path,482997,22.092914,74.108658,30.298,agricultural,sandy,drip,9,sugarcane,230.16,kharif,15.43,79.42,196.77,5.52,smart_city,91215.01,80567.76,73254.2,defence,medium,91215.01,2.0,91215.01,8463333.5
SYNTHETIC,Telangana,Karimnagar,Karnal,Handa Road,518006,19.536977,77.933174,7.945,waste,laterite,drip,7,vegetables,48.88,perennial,19.94,27.98,44.08,32.72,railway,3065817.68,2355524.66,2880571.58,railway,low,3065817.68,1.0,3065817.68,47249578.43
SYNTHETIC,Karnataka,Mysuru,Kadapa,Mallick Marg,565496,15.444662,76.698985,38.768,waste,alluvial,rainfed,5,maize,18.76,zaid,28.87,32.14,163.04,32.12,highway,352035.16,323634.81,,industrial,low,352035.16,2.0,352035.16,42504778.93
SYNTHETIC,Madhya Pradesh,Ujjain,Khora ,Guha Marg,482739,26.60442,74.163881,4.951,forest,alluvial,drip,7,fallow,1.8,zaid,19.57,59.46,142.66,34.5,smart_city,256314.31,173625.39,210034.59,industrial,critical,256314.31,2.0,256314.31,3675520.11
SYNTHETIC,Punjab,Ludhiana,Sagar,Pathak Ganj,155985,30.140617,73.925327,33.631,commercial,red,drip,6,soybean,15.7,zaid,20.69,65.22,71.82,12.63,none,1011668.6,947959.53,828321.56,defence,medium,1011668.6,2.0,1011668.6,97932617.19
SYNTHETIC,Punjab,Ludhiana,Kurnool,Venkatesh Chowk,148035,30.36989,76.308429,47.382,residential,red,rainfed,4,sugarcane,341.26,perennial,27.7,10.29,57.39,45.21,none,1460638.41,1152015.77,1517725.72,railway,medium,1460638.41,2.0,1460638.41,204930070.8
SYNTHETIC,Karnataka,Hubballi-Dharwad,Kochi,Koshy Road,574725,11.707655,75.267997,15.44,waste,black,borewell,8,wheat,12.22,kharif,4.01,39.89,7.98,33.61,railway,3993559.93,2499035.06,3360724.98,irrigation_project,critical,3993559.93,1.0,3993559.93,129142990.61
SYNTHETIC,Telangana,Hyderabad,Khora ,Goswami Path,503503,17.275417,78.456601,17.452,waste,sandy,rainfed,5,sugarcane,252.46,zaid,23.73,52.96,68.95,22.87,smart_city,1187718.62,909411.62,,irrigation_project,critical,1187718.62,2.0,1187718.62,61516777.26
SYNTHETIC,Uttar Pradesh,Varanasi,Dindigul,Ramanathan Ganj,270402,26.446104,84.102115,18.468,commercial,black,borewell,10,paddy,16.4,rabi,6.45,9.6,199.3,49.85,none,279236.4,255211.51,267208.77,highway,high,279236.4,2.0,279236.4,16010275.16
SYNTHETIC,Maharashtra,Nagpur,Gopalpur,Sharaf,417589,20.722252,79.628122,10.293,agricultural,laterite,drip,6,soybean,10.8,zaid,10.94,40.06,3.32,37.77,none,4078596.2,2731036.62,4107342.64,industrial,medium,4078596.2,1.0,4078596.2,79479633.41
SYNTHETIC,Karnataka,Belagavi,Ulhasnagar,Bora Road,574207,15.166896,76.780283,14.77,forest,laterite,rainfed,7,maize,26.6,zaid,15.73,8.46,105.94,45.17,railway,1727730.46,1554713.6,1515238.75,defence,medium,1727730.46,2.0,1727730.46,78156636.74
SYNTHETIC,Telangana,Nizamabad,Amravati,Ramaswamy Marg,515679,17.06338,78.597547,39.257,commercial,sandy,borewell,8,cotton,16.65,zaid,3.28,27.77,138.9,6.74,none,1175077.46,1018342.43,,defence,critical,1175077.46,2.0,1175077.46,138936954.52
SYNTHETIC,Tamil Nadu,Chennai,Jabalpur,Kumar Ganj,642449,9.180032,79.46618,6.895,forest,black,canal,7,groundnut,15.96,zaid,15.23,31.39,35.9,48.08,railway,1810039.72,1599688.36,,defence,high,1810039.72,1.0,1810039.72,22174527.13
SYNTHETIC,Maharashtra,Nagpur,Malda,Malhotra Circle,415946,20.990404,76.316124,30.468,agricultural,laterite,rainfed,6,fallow,0.3,zaid,14.63,25.21,170.04,10.0,none,1299277.18,791864.98,,defence,critical,1299277.18,2.0,1299277.18,123859385.52
SYNTHETIC,Uttar Pradesh,Lucknow,Davanagere,Behl Road,245409,24.212558,79.128982,26.916,commercial,sandy,rainfed,5,soybean,14.2,perennial,27.87,78.86,53.2,29.8,industrial_zone,720285.15,459706.46,,defence,low,720285.15,2.0,720285.15,58289975.48
SYNTHETIC,Madhya Pradesh,Gwalior,Unnao,Chokshi,475370,23.984001,81.585184,47.582,residential,red,none,4,paddy,31.18,zaid,25.85,61.2,69.08,37.2,none,338808.8,294072.63,314249.15,smart_city,low,338808.8,2.0,338808.8,50331796.34
SYNTHETIC,Tamil Nadu,Chennai,Junagadh,Munshi Marg,630202,8.889959,78.104986,27.622,waste,black,none,3,wheat,21.02,kharif,17.22,59.29,116.28,45.65,railway,1126089.06,901195.72,1264585.65,highway,high,1126089.06,2.0,1126089.06,94917918.81
SYNTHETIC,Punjab,Patiala,Kolhapur,Das Street,159849,31.730548,75.242478,12.244,forest,black,drip,9,maize,27.56,kharif,19.93,4.66,66.32,5.66,none,2233551.92,1969647.15,2029557.85,irrigation_project,medium,2233551.92,2.0,2233551.92,85565184.89
SYNTHETIC,Tamil Nadu,Coimbatore,Meerut,Boase Nagar,611758,13.324707,77.828432,28.848,agricultural,laterite,rainfed,3,cotton,11.03,rabi,2.37,2.12,192.98,43.82,smart_city,411066.81,300823.19,489174.56,highway,critical,411066.81,2.0,411066.81,37026393.4
SYNTHETIC,Madhya Pradesh,Indore,Moradabad,Wason Circle,450719,26.440825,79.95121,18.961,residential,black,borewell,8,fallow,0.83,zaid,19.95,45.39,147.97,7.16,airport,459170.57,332465.77,513505.35,irrigation_project,critical,459170.57,2.0,459170.57,25277013.39
SYNTHETIC,Gujarat,Ahmedabad,Warangal,Sampath Zila,399874,21.61662,70.303038,3.572,residential,sandy,rainfed,4,cotton,13.71,perennial,20.86,68.12,101.73,37.9,airport,562294.69,351235.5,564202.38,defence,medium,562294.69,2.0,562294.69,5783449.92
SYNTHETIC,Gujarat,Bhavnagar,Thane,Bhasin,364477,23.984846,69.05804,30.945,waste,sandy,borewell,9,paddy,33.55,rabi,2.35,47.05,106.96,33.29,none,521420.77,331757.5,529194.07,highway,critical,521420.77,2.0,521420.77,48383143.95
SYNTHETIC,Gujarat,Surat,Gorakhpur,Malhotra Path,365430,22.220102,72.666239,2.353,waste,red,borewell,6,paddy,16.83,perennial,18.69,18.54,133.91,7.02,airport,536894.06,477493.04,466408.86,smart_city,low,536894.06,2.0,536894.06,3934496.85
SYNTHETIC,West Bengal,Darjeeling,Chinsurah,Kashyap Ganj,734061,26.200724,87.960587,47.368,residential,laterite,borewell,9,groundnut,9.03,zaid,21.74,58.49,112.0,7.27,airport,565724.08,362085.04,652299.67,defence,low,565724.08,2.0,565724.08,80578974.99
SYNTHETIC,Telangana,Karimnagar,Tadipatri,Loke,510253,16.303963,78.215489,43.23,forest,sandy,rainfed,3,fallow,0.48,zaid,21.01,66.24,71.44,39.33,none,761525.61,673164.71,735297.6,industrial,medium,761525.61,2.0,761525.61,104016229.29
SYNTHETIC,Punjab,Ludhiana,Patiala,Bajaj Street,148029,32.25677,74.003804,2.725,residential,red,none,2,wheat,19.86,rabi,25.99,75.58,186.85,7.69,none,531560.62,465717.27,,highway,critical,531560.62,2.0,531560.62,4311085.77
SYNTHETIC,Tamil Nadu,Tiruchirappalli,Muzaffarnagar,Rajagopal Street,627625,10.028212,78.2834,38.612,forest,red,none,2,paddy,20.01,perennial,23.83,27.45,48.78,35.66,industrial_zone,623197.27,571508.1,712300.01,irrigation_project,medium,623197.27,1.0,623197.27,49874089.99
SYNTHETIC,Telangana,Karimnagar,Hosur,Badal,518802,19.859197,78.728276,2.433,waste,sandy,borewell,9,soybean,12.48,perennial,7.66,63.5,89.25,7.7,airport,492221.33,417517.81,463438.85,railway,medium,492221.33,2.0,492221.33,3553423.51
SYNTHETIC,Uttar Pradesh,Varanasi,Mysore,Madan,247974,27.878167,81.850472,43.828,residential,black,borewell,9,groundnut,8.27,perennial,15.71,17.18,41.57,25.11,industrial_zone,753064.28,558266.12,,smart_city,high,753064.28,1.0,753064.28,62110604.46
SYNTHETIC,Maharashtra,Kolhapur,Amravati,Koshy Zila,408163,16.882606,77.911777,4.858,forest,black,rainfed,5,sugarcane,332.75,rabi,29.67,24.26,88.18,21.11,none,1122998.51,781396.44,1244730.66,industrial,medium,1122998.51,2.0,1122998.51,15752661.71
SYNTHETIC,Telangana,Warangal,Korba,Sharaf Ganj,509663,16.949577,78.512874,9.989,waste,loamy,rainfed,3,soybean,13.04,perennial,17.17,66.16,1.17,8.51,railway,3260233.83,2539218.23,2811810.49,defence,medium,3260233.83,1.0,3260233.83,67026472.99
SYNTHETIC,Madhya Pradesh,Ujjain,Malegaon,Mammen Ganj,478738,25.641889,74.26864,49.01,agricultural,black,canal,10,groundnut,10.38,rabi,2.48,8.54,15.7,27.55,highway,247559.11,205435.77,209594.43,irrigation_project,critical,247559.11,1.0,247559.11,25385501.52
SYNTHETIC,Uttar Pradesh,Prayagraj,Delhi,Morar Ganj,226527,25.112,78.013826,30.885,commercial,laterite,rainfed,3,paddy,30.43,perennial,8.67,41.22,151.4,13.91,none,146652.19,94689.07,146461.61,smart_city,low,146652.19,2.0,146652.19,13296605.01
SYNTHETIC,Punjab,Amritsar,Adoni,Raju,144163,31.149752,76.474838,47.393,commercial,sandy,canal,8,groundnut,10.77,perennial,22.16,71.66,9.17,45.81,none,2864815.26,2494306.74,,smart_city,critical,2864815.26,1.0,2864815.26,258423727.32
SYNTHETIC,Madhya Pradesh,Indore,Kakinada,Chaudhry Ganj,465940,26.742895,81.838655,40.127,agricultural,loamy,borewell,9,wheat,23.23,rabi,25.89,22.11,187.43,12.5,industrial_zone,206614.21,166364.11,211370.16,industrial,high,206614.21,2.0,206614.21,25411321.25
SYNTHETIC,Uttar Pradesh,Varanasi,Alappuzha,Savant Chowk,277477,24.806215,84.507784,42.416,residential,loamy,borewell,10,cotton,11.42,perennial,29.67,13.45,107.69,48.03,airport,578106.42,361654.03,,railway,medium,578106.42,2.0,578106.42,72092272.75
SYNTHETIC,Maharashtra,Nashik,Yamunanagar,Rai,416126,17.381084,75.846627,2.853,commercial,alluvial,borewell,9,vegetables,113.23,kharif,29.23,23.04,73.49,36.59,industrial_zone,3462331.91,2497875.73,3580628.87,irrigation_project,high,3462331.91,2.0,3462331.91,29914601.06
SYNTHETIC,Karnataka,Hubballi-Dharwad,Hosur,Jha Road,584761,12.608271,74.030706,39.011,residential,loamy,rainfed,3,maize,13.86,perennial,3.33,24.78,37.52,13.01,highway,2152938.07,2030962.17,1853079.17,railway,medium,2152938.07,1.0,2152938.07,164805434.64
SYNTHETIC,Karnataka,Belagavi,Junagadh,Oommen Circle,578120,12.1266,75.681758,10.385,agricultural,black,borewell,10,groundnut,14.44,perennial,22.12,77.26,130.46,39.53,none,1822841.1,1233152.94,2156125.27,smart_city,high,1822841.1,2.0,1822841.1,58587763.83
SYNTHETIC,Uttar Pradesh,Agra,Jaipur,Tripathi Chowk,245216,28.209001,79.143485,3.611,forest,alluvial,borewell,10,vegetables,59.22,zaid,11.06,47.06,111.78,24.32,none,176805.65,107418.99,177878.84,smart_city,high,176805.65,2.0,176805.65,2027457.28
SYNTHETIC,Uttar Pradesh,Agra,Mango,Jha,241232,29.048144,84.188341,3.184,forest,laterite,none,1,fallow,1.6,rabi,28.63,44.56,31.72,11.1,none,645155.91,440896.0,588411.21,railway,high,645155.91,1.0,645155.91,4363879.72
SYNTHETIC,Uttar Pradesh,Lucknow,Asansol,Purohit Zila,285037,29.167644,83.502027,38.704,agricultural,red,none,2,paddy,24.48,kharif,21.02,49.05,162.35,5.61,none,211656.12,127480.81,180685.38,smart_city,high,211656.12,2.0,211656.12,25579264.74
SYNTHETIC,Rajasthan,Bikaner,Sambhal,Kamdar Ganj,346754,27.176356,78.285295,36.02,waste,laterite,rainfed,4,groundnut,15.71,rabi,5.73,10.03,40.31,8.21,airport,394582.45,297786.77,422514.65,defence,critical,394582.45,1.0,394582.45,27866953.69
SYNTHETIC,Tamil Nadu,Madurai,Nagercoil,Mahal Marg,627419,9.273797,79.24615,23.706,forest,red,borewell,8,sugarcane,354.0,perennial,9.62,43.96,187.95,42.61,none,728444.83,610637.83,,railway,medium,728444.83,2.0,728444.83,44771432.96
SYNTHETIC,Madhya Pradesh,Indore,Ramagundam,Raghavan Ganj,488910,23.767616,81.578391,4.017,commercial,sandy,rainfed,3,cotton,11.04,kharif,6.66,3.39,63.25,46.63,highway,337719.54,317966.64,338676.92,industrial,critical,337719.54,2.0,337719.54,4018993.89
SYNTHETIC,Gujarat,Bhavnagar,Nagpur,Kohli,395145,24.527759,70.372866,19.02,waste,laterite,drip,10,maize,23.99,rabi,3.53,76.98,77.35,37.41,none,1401697.24,1170441.98,,smart_city,low,1401697.24,2.0,1401697.24,71460865.03
SYNTHETIC,Tamil Nadu,Chennai,Bidhannagar,Ramachandran Nagar,638922,9.893008,79.114566,42.382,commercial,black,canal,8,fallow,1.51,perennial,24.19,42.36,76.63,7.8,none,1603894.37,1414042.73,1429266.94,industrial,high,1603894.37,2.0,1603894.37,190069499.61
SYNTHETIC,Telangana,Karimnagar,Karimnagar,Bahri Marg,504481,17.925746,79.086022,18.497,agricultural,sandy,drip,7,paddy,30.58,perennial,25.89,79.98,36.54,33.15,none,1034209.92,707726.7,,railway,critical,1034209.92,1.0,1034209.92,36663873.51
SYNTHETIC,Rajasthan,Kota,Junagadh,Samra Chowk,333010,25.543052,71.67932,27.246,commercial,laterite,drip,6,cotton,9.68,rabi,28.7,21.06,171.19,7.71,industrial_zone,108394.59,92131.88,,industrial,critical,108394.59,2.0,108394.59,9445214.84
SYNTHETIC,Uttar Pradesh,Kanpur,Junagadh,Pall Road,286720,26.584798,77.310827,10.796,waste,laterite,borewell,9,maize,13.68,perennial,13.47,20.72,91.25,38.93,none,589710.84,423706.78,651022.67,highway,low,589710.84,2.0,589710.84,19091834.08
SYNTHETIC,West Bengal,Howrah,Agartala,Lad Path,738299,26.934533,89.042333,8.975,commercial,laterite,none,2,wheat,17.25,zaid,19.12,61.47,70.52,36.72,none,1317668.66,821821.28,1428491.1,industrial,low,1317668.66,2.0,1317668.66,36938052.31
SYNTHETIC,Uttar Pradesh,Lucknow,Sangli-Miraj & Kupwad,Kanda Street,271186,28.088913,84.317122,42.46,commercial,alluvial,borewell,10,vegetables,65.05,perennial,0.35,67.41,19.24,1.83,smart_city,1337162.37,1100424.34,1560343.28,industrial,high,1337162.37,1.0,1337162.37,111987169.75
SYNTHETIC,Tamil Nadu,Chennai,Vadodara,Patla Marg,600284,11.609497,79.245968,1.34,agricultural,alluvial,canal,10,sugarcane,302.09,zaid,1.68,70.43,170.27,21.99,none,607237.68,525980.37,695934.52,smart_city,low,607237.68,2.0,607237.68,2258370.92
SYNTHETIC,Rajasthan,Kota,Berhampur,Dutt Zila,315304,27.663838,72.22952,43.449,waste,laterite,borewell,7,maize,20.23,rabi,22.97,60.18,65.99,1.41,smart_city,954072.02,764154.0,,irrigation_project,critical,954072.02,2.0,954072.02,125325813.0
SYNTHETIC,Tamil Nadu,Chennai,Tadepalligudem,Bedi Circle,644682,9.724738,79.714783,44.91,waste,red,canal,6,cotton,10.27,perennial,0.79,6.29,107.28,36.64,none,1079627.6,725889.72,,highway,high,1079627.6,2.0,1079627.6,144375651.46
SYNTHETIC,Telangana,Karimnagar,Vijayawada,Kumer Circle,517532,16.013687,80.814369,17.265,residential,alluvial,none,1,cotton,12.57,perennial,12.46,2.15,7.72,46.32,none,2411778.48,2164527.62,2739735.41,irrigation_project,critical,2411778.48,1.0,2411778.48,87760851.51
SYNTHETIC,Telangana,Nizamabad,Jalgaon,Dhar Road,503936,17.941583,78.361795,47.182,agricultural,alluvial,rainfed,7,maize,23.19,kharif,0.17,28.45,93.05,27.54,none,570742.38,411320.93,533235.46,highway,medium,570742.38,2.0,570742.38,81984049.68
SYNTHETIC,Madhya Pradesh,Indore,Alwar,Karnik Street,489531,23.930325,75.005697,45.075,forest,sandy,rainfed,7,wheat,12.45,rabi,26.25,63.48,105.49,8.39,highway,236087.66,221387.66,245175.72,irrigation_project,critical,236087.66,2.0,236087.66,32148425.66
SYNTHETIC,West Bengal,Bardhaman,Bijapur,Verma Street,734640,25.628552,89.63886,47.239,waste,loamy,canal,7,cotton,12.77,perennial,18.42,30.94,48.56,17.75,none,1334788.34,998284.83,1479448.16,smart_city,critical,1334788.34,1.0,1334788.34,134633376.01
SYNTHETIC,West Bengal,Darjeeling,Ahmednagar,Ben Zila,713730,23.603887,86.641335,5.439,forest,sandy,rainfed,3,paddy,22.2,kharif,1.57,5.4,26.36,16.39,none,861890.24,765102.98,810431.56,smart_city,high,861890.24,1.0,861890.24,8822994.9
SYNTHETIC,Madhya Pradesh,Jabalpur,Tumkur,Singhal Circle,477237,24.285707,74.921808,27.171,agricultural,sandy,borewell,7,soybean,10.23,zaid,27.15,20.96,33.97,7.5,none,773922.55,632242.51,887453.24,defence,low,773922.55,1.0,773922.55,45167944.93
SYNTHETIC,Madhya Pradesh,Jabalpur,Rourkela,Badal Ganj,470472,21.21936,77.701066,42.202,forest,alluvial,rainfed,7,paddy,17.16,perennial,26.93,49.23,114.26,17.04,airport,616051.66,447866.59,559359.12,defence,medium,616051.66,2.0,616051.66,84120627.69
SYNTHETIC,Rajasthan,Jaipur,Madanapalle,Bhavsar Zila,325012,28.66575,73.622272,7.376,residential,sandy,none,1,wheat,24.07,perennial,19.0,19.7,135.12,41.26,none,422001.69,268580.81,452831.05,defence,low,422001.69,2.0,422001.69,9826416.96
SYNTHETIC,Gujarat,Rajkot,Agartala,Walla Street,390115,23.10269,68.132177,3.949,residential,alluvial,rainfed,3,wheat,22.14,zaid,22.87,69.16,5.75,6.13,airport,844418.37,650839.14,,railway,high,844418.37,1.0,844418.37,6672495.99
SYNTHETIC,Punjab,Patiala,Surendranagar Dudhrej,Pillay Circle,144225,32.087367,75.961789,9.782,residential,loamy,canal,10,fallow,0.45,zaid,10.5,34.44,153.04,43.19,smart_city,501036.35,416691.33,506828.95,smart_city,medium,501036.35,2.0,501036.35,14066348.59
SYNTHETIC,Maharashtra,Nashik,Jamnagar,Grover Circle,406721,15.927799,76.673939,39.174,agricultural,sandy,none,4,wheat,17.33,kharif,17.26,48.31,10.79,46.43,none,1638307.05,1230985.63,1960222.9,irrigation_project,medium,1638307.05,1.0,1638307.05,140833555.78
SYNTHETIC,Punjab,Amritsar,Bangalore,Garg Path,144864,29.544249,76.412866,19.25,residential,red,borewell,9,vegetables,51.22,kharif,8.02,11.78,40.03,43.46,none,1196541.04,1127870.44,1355549.4,industrial,medium,1196541.04,1.0,1196541.04,46097935.89
SYNTHETIC,Rajasthan,Jaipur,Anand,Tella Nagar,319389,27.815666,77.314198,5.27,commercial,sandy,drip,6,maize,12.46,perennial,2.33,36.57,133.55,26.07,none,575979.94,479727.82,570200.23,highway,high,575979.94,2.0,575979.94,8777707.83
SYNTHETIC,Maharashtra,Aurangabad,Singrauli,Ganesh Street,409765,19.59549,76.648867,36.175,forest,sandy,borewell,9,maize,17.08,perennial,8.19,21.86,16.5,32.77,railway,3950654.65,3155419.9,4687769.13,defence,high,3950654.65,1.0,3950654.65,318594566.54
SYNTHETIC,Gujarat,Surat,Nandyal,Deo Street,386235,21.632905,68.472663,42.991,residential,loamy,borewell,7,paddy,31.59,rabi,0.96,62.93,176.39,4.95,smart_city,339776.96,224523.91,346935.64,defence,low,339776.96,2.0,339776.96,45853511.67
SYNTHETIC,Maharashtra,Nagpur,Narasaraopet,Mallick Path,411826,22.052941,77.39079,45.641,commercial,black,none,3,soybean,12.02,kharif,3.47,10.42,105.12,3.26,industrial_zone,3306363.91,2922834.04,,industrial,critical,3306363.91,2.0,3306363.91,451196133.28
SYNTHETIC,Madhya Pradesh,Jabalpur,Sambalpur,Gill Chowk,481887,26.301304,76.319383,33.126,waste,sandy,drip,9,wheat,18.81,rabi,7.35,14.99,4.44,34.58,none,367433.29,297733.78,,industrial,critical,367433.29,1.0,367433.29,25068680.83
